StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1C_1,Q2L_1,Q3I_1,Q4,Q5
2025-06-01 10:44:50,2025-06-01 10:46:37,IP Address,68.227.80.16,100,107,True,2025-06-01 10:46:38,R_3IczwQGCQxuLa0x,,,,,34.4275,-119.859,anonymous,EN,,4,,Liberal,2nd year
2025-06-01 12:16:26,2025-06-01 12:17:07,IP Address,169.231.119.43,100,41,True,2025-06-01 12:17:08,R_7OPRWN9TNEmviBH,,,,,34.4275,-119.859,anonymous,EN,8,,,Liberal,3rd year
2025-06-01 14:31:48,2025-06-01 14:32:59,IP Address,169.231.187.203,100,70,True,2025-06-01 14:32:59,R_1aDBNYOkmzd4wmo,,,,,34.4366,-119.8339,anonymous,EN,,,7,Liberal,Other
2025-06-01 15:44:15,2025-06-01 15:44:40,IP Address,68.108.252.77,100,25,True,2025-06-01 15:44:41,R_7rpEgNzbBJMp0YS,,,,,34.4216,-119.7068,anonymous,EN,,,2,Liberal,2nd year
2025-06-01 16:15:20,2025-06-01 16:16:22,IP Address,73.41.144.241,100,62,True,2025-06-01 16:16:22,R_5dKbxTuZFzaO3bq,,,,,38.5559,-121.7391,anonymous,EN,4,,,Independent,2nd year
2025-06-02 01:41:50,2025-06-02 01:42:24,IP Address,98.56.128.228,100,33,True,2025-06-02 01:42:25,R_5zbVtzoHFqme5Rn,,,,,38.5376,-121.7402,anonymous,EN,1,,,Liberal,4th year
2025-05-27 22:52:08,2025-05-27 22:52:42,IP Address,128.111.96.8,60,34,False,2025-06-03 22:52:45,R_500HEUTSYXMaCjf,,,,,34.4366,-119.8339,anonymous,EN,,,7,,
2025-05-28 01:25:19,2025-05-28 01:25:57,IP Address,146.75.146.93,60,38,False,2025-06-04 01:25:58,R_5EX4MKQ17dnxHaV,,,,,33.6128,-117.6622,anonymous,EN,,4,,,
2025-05-28 14:20:00,2025-05-28 14:20:26,IP Address,104.28.123.142,60,25,False,2025-06-04 14:20:34,R_3aIunSqfFxAqTyE,,,,,33.5157,-117.7109,anonymous,EN,6,,,,
2025-06-04 19:04:18,2025-06-04 19:05:04,IP Address,169.231.240.38,100,46,True,2025-06-04 19:05:05,R_1dMjcw7resZ2qcQ,,,,,34.4275,-119.859,anonymous,EN,,6,,Other,3rd year
2025-06-04 19:05:18,2025-06-04 19:05:48,IP Address,169.231.95.213,100,29,True,2025-06-04 19:05:48,R_5JhPAOwjZQZxPA5,,,,,34.4275,-119.859,anonymous,EN,9,,,Liberal,1st year
2025-06-04 19:07:17,2025-06-04 19:07:55,IP Address,68.6.94.240,100,38,True,2025-06-04 19:07:55,R_51GFpBehq7R9VCx,,,,,34.4026,-119.7211,anonymous,EN,,7,,Liberal,3rd year
2025-06-04 19:07:58,2025-06-04 19:08:33,IP Address,169.231.43.168,100,35,True,2025-06-04 19:08:33,R_7qQJKF7p96rn4JE,,,,,34.4275,-119.859,anonymous,EN,,3,,Other,1st year
2025-06-04 19:08:50,2025-06-04 19:09:05,IP Address,169.231.172.244,100,15,True,2025-06-04 19:09:06,R_5nMz91Palxmizl0,,,,,34.4275,-119.859,anonymous,EN,8,,,Liberal,3rd year
2025-06-04 19:10:27,2025-06-04 19:10:48,IP Address,98.185.252.155,100,20,True,2025-06-04 19:10:49,R_1LHEfAQLupAB6Zn,,,,,34.4282,-119.6874,anonymous,EN,,,5,Other,Other
2025-06-04 19:17:49,2025-06-04 19:18:37,IP Address,172.226.3.208,100,48,True,2025-06-04 19:18:38,R_7ymeWqH6ldGmqKb,,,,,33.8375,-117.9123,anonymous,EN,,,0,Liberal,2nd year
2025-06-04 19:48:39,2025-06-04 19:49:39,IP Address,169.231.49.118,100,59,True,2025-06-04 19:49:40,R_1qlMSr7DYwsrnZF,,,,,34.4275,-119.859,anonymous,EN,6,,,Liberal,1st year
2025-06-04 19:49:55,2025-06-04 19:50:24,IP Address,97.183.97.244,100,28,True,2025-06-04 19:50:24,R_17TYER8V2BHRDMM,,,,,44.9427,-93.2871,anonymous,EN,,,5,Liberal,Other
2025-06-04 19:52:52,2025-06-04 19:53:34,IP Address,70.185.138.208,100,42,True,2025-06-04 19:53:35,R_1i9iN8DVPm0Bi0A,,,,,34.445,-119.8046,anonymous,EN,,5,,Conservative,2nd year
2025-06-04 19:53:17,2025-06-04 19:54:25,IP Address,104.28.124.143,100,68,True,2025-06-04 19:54:26,R_1JC6TrnFbs1JM1I,,,,,33.6128,-117.6622,anonymous,EN,,7,,Liberal,2nd year
2025-06-04 19:54:09,2025-06-04 19:54:45,IP Address,169.231.18.48,100,35,True,2025-06-04 19:54:45,R_3lABVfNZ0nxjcCL,,,,,34.4275,-119.859,anonymous,EN,,,9,Liberal,4th year
2025-06-04 19:54:36,2025-06-04 19:55:21,IP Address,169.231.162.143,100,44,True,2025-06-04 19:55:21,R_7FQ8kNWuehWMI3A,,,,,34.4366,-119.8339,anonymous,EN,,8,,Independent,2nd year
2025-06-04 19:55:01,2025-06-04 19:55:24,IP Address,169.231.18.48,100,23,True,2025-06-04 19:55:25,R_75T8h8qjPE50h74,,,,,34.4275,-119.859,anonymous,EN,10,,,Liberal,3rd year
2025-06-04 20:03:32,2025-06-04 20:04:26,IP Address,98.185.232.69,100,53,True,2025-06-04 20:04:26,R_6dRtESPLURGpsDO,,,,,34.4398,-119.7315,anonymous,EN,4,,,Liberal,3rd year
2025-06-04 20:15:01,2025-06-04 20:15:18,IP Address,104.28.123.143,100,16,True,2025-06-04 20:15:18,R_52pu08TYlhnomPf,,,,,33.6128,-117.6622,anonymous,EN,,,5,Liberal,4th year
2025-06-04 20:34:40,2025-06-04 20:35:24,IP Address,104.28.85.215,100,43,True,2025-06-04 20:35:24,R_3pnEpHfC26rOtF6,,,,,34.4216,-119.7068,anonymous,EN,,0,,Other,1st year
2025-06-04 20:35:28,2025-06-04 20:35:39,IP Address,104.28.85.215,100,10,True,2025-06-04 20:35:39,R_7ZDOKJtbELFWif6,,,,,34.4216,-119.7068,anonymous,EN,2,,,Independent,2nd year
2025-06-04 20:43:46,2025-06-04 20:44:08,IP Address,98.51.4.56,100,21,True,2025-06-04 20:44:08,R_5vBrQ4mNl9vVQ89,,,,,37.6736,-122.0944,anonymous,EN,,,,Liberal,3rd year
2025-06-04 20:53:39,2025-06-04 20:53:50,IP Address,169.231.241.162,100,11,True,2025-06-04 20:53:51,R_7jhZb5xOgDXN8lj,,,,,34.4275,-119.859,anonymous,EN,,,7,Liberal,2nd year
2025-06-04 20:53:31,2025-06-04 20:54:56,IP Address,184.187.162.190,100,84,True,2025-06-04 20:54:56,R_32yxMp5xsYoEIPM,,,,,34.445,-119.8046,anonymous,EN,6,,,Other,4th year
2025-06-04 21:04:40,2025-06-04 21:05:19,IP Address,72.205.94.38,100,38,True,2025-06-04 21:05:20,R_5bFCzyUNPzectfr,,,,,34.4398,-119.7315,anonymous,EN,,,5,Liberal,Other
2025-06-04 21:07:33,2025-06-04 21:08:26,IP Address,169.231.19.109,100,52,True,2025-06-04 21:08:26,R_7IhN6UxsGtBdScY,,,,,34.4275,-119.859,anonymous,EN,,7,,Liberal,4th year
2025-06-04 21:08:59,2025-06-04 21:09:33,IP Address,169.231.164.240,100,33,True,2025-06-04 21:09:33,R_3IvfCTdgox5zsMw,,,,,34.4275,-119.859,anonymous,EN,6,,,Liberal,1st year
2025-06-04 21:14:47,2025-06-04 21:15:14,IP Address,174.194.195.252,100,26,True,2025-06-04 21:15:15,R_1DYnuIYX4qwLSSV,,,,,37.8043,-122.2156,anonymous,EN,,7,,Liberal,1st year
2025-06-04 21:54:21,2025-06-04 21:54:41,IP Address,107.115.224.5,100,20,True,2025-06-04 21:54:42,R_6ETgX7lATFqSqfh,,,,,33.8405,-117.9526,anonymous,EN,,,6,Liberal,3rd year
2025-06-04 22:08:46,2025-06-04 22:09:16,IP Address,107.115.29.4,100,29,True,2025-06-04 22:09:17,R_5OIornS4I7U0YK8,,,,,38.5639,-121.4418,anonymous,EN,,2,,Independent,Other
2025-06-04 22:33:55,2025-06-04 22:34:33,IP Address,169.231.240.85,100,38,True,2025-06-04 22:34:33,R_5ZLAz2tGsnDKWTT,,,,,34.4275,-119.859,anonymous,EN,,8,,Liberal,1st year
2025-06-04 23:30:31,2025-06-04 23:31:06,IP Address,104.28.124.193,100,34,True,2025-06-04 23:31:06,R_5In4R2WzQjx2mWd,,,,,34.4216,-119.7068,anonymous,EN,,7,,Liberal,1st year
2025-06-04 23:31:46,2025-06-04 23:32:24,IP Address,172.56.47.0,100,38,True,2025-06-04 23:32:25,R_6hXVsSWMExI95gS,,,,,37.7797,-122.4159,anonymous,EN,10,,,Liberal,Other
2025-06-04 23:35:15,2025-06-04 23:35:49,IP Address,169.231.201.199,100,33,True,2025-06-04 23:35:49,R_70wLRcMRrdgwZ45,,,,,34.4275,-119.859,anonymous,EN,,8,,Liberal,Other
2025-06-05 00:18:45,2025-06-05 00:19:05,IP Address,184.187.168.26,100,19,True,2025-06-05 00:19:05,R_3VwYkzBMK6sze81,,,,,34.4275,-119.859,anonymous,EN,,7,,Liberal,3rd year
2025-06-05 00:21:10,2025-06-05 00:21:46,IP Address,64.98.206.44,100,36,True,2025-06-05 00:21:47,R_7i1zYxvn2s3YPAZ,,,,,33.0562,-117.2688,anonymous,EN,4,,,Other,3rd year
2025-06-05 01:50:28,2025-06-05 01:51:14,IP Address,174.127.233.126,100,45,True,2025-06-05 01:51:14,R_6GxB9usYzjT5243,,,,,47.6733,-122.3426,anonymous,EN,,3,,Liberal,Other
2025-06-05 02:34:51,2025-06-05 02:35:39,IP Address,169.231.217.244,100,47,True,2025-06-05 02:35:40,R_5hR1SBtsDn2s2KS,,,,,34.4275,-119.859,anonymous,EN,,3,,Independent,3rd year
2025-06-05 09:55:27,2025-06-05 09:56:17,IP Address,50.53.168.86,100,49,True,2025-06-05 09:56:17,R_6QgJTXXMDpHU6hL,,,,,45.4241,-122.7691,anonymous,EN,4,,,Liberal,Other
2025-06-05 10:26:45,2025-06-05 10:31:45,IP Address,169.231.136.123,100,299,True,2025-06-05 10:31:45,R_7WIlgraAGcpHdhO,,,,,34.4275,-119.859,anonymous,EN,,,4,Liberal,2nd year
